% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME.R,0.019715317628127647,2,310,most_frequent,1.0,9968
SAMME,0.3655588650304329,2,437,mean,0.892685,9968
SAMME,0.02081146403231276,2,193,median,0.959088,9968
SAMME,0.25375088851995714,3,317,mean,0.981018,9968
SAMME.R,0.021665056576150105,1,159,most_frequent,1.0,9968
SAMME.R,0.09961525880156905,1,286,median,0.87473,9968
SAMME,1.9191522101600227,2,113,most_frequent,0.711605,9968
SAMME,0.018505790024063738,8,360,most_frequent,1.0,9968
SAMME,0.5785337695966152,2,432,median,1.0,9968
SAMME,0.06783486832468667,4,116,median,1.0,9968
SAMME,0.053869366321184185,10,208,mean,1.0,9968
SAMME.R,1.6959063127459904,4,453,median,0.560604,9968
SAMME.R,0.018277536193332146,6,287,most_frequent,1.0,9968
SAMME.R,0.0725885960953498,2,459,median,1.0,9968
SAMME.R,1.862321720875902,2,314,mean,0.981193,9968
SAMME,0.010833069253013618,6,365,mean,1.0,9968
SAMME,0.5807125291056016,3,114,median,0.873506,9968
SAMME,1.5532446078956943,3,113,mean,0.9808,9968
SAMME,1.1738164076192463,7,143,mean,1.0,9968
SAMME.R,0.013035167679754184,9,220,median,1.0,9968
SAMME,0.036687989990784736,2,105,mean,0.809921,9968
SAMME,0.06828977073091781,8,425,mean,1.0,9968
SAMME,0.05577835146453589,8,250,median,1.0,9968
SAMME,0.38292204600865176,5,317,mean,1.0,9968
SAMME.R,0.12632484103326466,2,264,median,1.0,9968
SAMME.R,0.03370951429387323,5,424,median,1.0,9968
SAMME,0.23283793420421695,3,359,median,0.98104,9968
SAMME,0.03216857743591431,1,260,mean,0.424696,9968
SAMME,0.03743215454934266,7,131,mean,1.0,9968
SAMME,0.010651103869073352,8,424,mean,1.0,9968
SAMME.R,0.05046511561024748,3,261,most_frequent,1.0,9968
SAMME,0.026204120620992727,8,55,mean,0.987331,9968
SAMME.R,0.033494956948214284,2,142,mean,1.0,9968
SAMME.R,0.20374843679028284,7,312,median,1.0,9968
SAMME.R,0.070253541889312,3,56,median,1.0,9968
SAMME,0.22244154045229123,4,195,most_frequent,1.0,9968
SAMME.R,1.0151594590775403,9,228,mean,0.686333,9968
SAMME,0.02656655756655059,9,221,mean,1.0,9968
SAMME,1.222855937550027,6,81,most_frequent,0.886001,9968
SAMME.R,0.9489798970764665,3,210,mean,0.372469,9968
SAMME,0.06580909327849553,7,417,median,1.0,9968
SAMME.R,0.5189628468349974,6,378,median,1.0,9968
SAMME,0.038811727371548324,5,161,mean,1.0,9968
SAMME,0.07932260730374777,2,466,median,1.0,9968
SAMME.R,0.017807866104418688,8,362,median,1.0,9968
SAMME.R,0.6653721796028215,9,150,most_frequent,1.0,9968
SAMME,0.015089489206679126,7,272,median,1.0,9968
SAMME.R,0.06746418422268312,4,54,most_frequent,1.0,9968
SAMME,0.04684663953470462,3,226,mean,0.977807,9968
SAMME,0.4363888630186405,7,170,median,1.0,9968
SAMME.R,0.07148076562739689,4,94,mean,1.0,9968
SAMME,0.05606007206310184,5,333,mean,1.0,9968
SAMME.R,0.12390121928844541,4,412,mean,1.0,9968
SAMME,0.6456800215103838,2,191,mean,0.95568,9968
SAMME.R,0.24000606650515133,7,382,median,1.0,9968
SAMME.R,1.8391727486514227,10,240,most_frequent,1.0,9968
SAMME,0.023209182918123423,2,177,most_frequent,0.917127,9968
SAMME.R,0.8981267917038261,9,138,mean,1.0,9968
SAMME.R,0.012716038742237366,8,210,mean,1.0,9968
SAMME.R,0.34649827879902423,1,140,most_frequent,0.372469,9968
SAMME,0.022082220156117046,6,233,mean,1.0,9968
SAMME,0.032510096475519085,2,91,most_frequent,0.794107,9968
SAMME.R,0.0626350358493739,6,336,median,1.0,9968
SAMME.R,1.3355210478452657,6,281,most_frequent,0.623468,9968
SAMME.R,0.2060535885794,5,469,mean,1.0,9968
SAMME.R,0.13830034087660104,1,232,mean,0.749066,9968
SAMME,0.7622189263352759,10,88,mean,1.0,9968
SAMME,1.2774431645582045,4,333,mean,0.987003,9968
SAMME,0.1404595577815104,3,390,mean,1.0,9968
SAMME,0.20629901007085924,2,263,median,1.0,9968
SAMME.R,0.16560468348383334,9,195,most_frequent,1.0,9968
SAMME.R,0.01825746676510413,6,402,most_frequent,1.0,9968
SAMME.R,1.9692048734042529,4,167,most_frequent,1.0,9968
SAMME.R,0.30959296253078344,2,65,most_frequent,0.830803,9968
SAMME.R,0.06923117200735839,4,272,mean,1.0,9968
SAMME,0.10198070316430746,6,394,mean,1.0,9968
SAMME.R,0.03165420067004858,8,250,most_frequent,1.0,9968
SAMME.R,0.06530994779327388,3,470,median,1.0,9968
SAMME,0.028761559344349708,8,74,mean,0.993687,9968
SAMME,0.010357091655462773,3,122,mean,0.80505,9968
SAMME.R,0.16714629370427356,6,147,mean,1.0,9968
SAMME,0.011045583534216854,3,119,mean,0.848736,9968
SAMME,0.021691916558239464,9,171,mean,1.0,9968
SAMME.R,0.2562268327920913,3,71,most_frequent,1.0,9968
SAMME,0.45411748462379553,2,139,median,0.892401,9968
SAMME.R,0.43029243128592354,3,313,most_frequent,1.0,9968
SAMME,1.9610178692538474,2,476,mean,0.968502,9968
SAMME.R,0.014791945655534867,7,288,median,1.0,9968
SAMME,1.5677663465441907,6,85,median,0.970949,9968
SAMME.R,1.1885143259091144,6,116,median,0.497608,9968
SAMME,1.7712815309597456,9,301,most_frequent,1.0,9968
SAMME.R,1.891788389669629,9,479,median,1.0,9968
SAMME,0.09782320304139194,5,247,mean,1.0,9968
SAMME,0.13494020635445314,6,259,median,1.0,9968
SAMME,0.017477058570419125,9,234,mean,1.0,9968
SAMME,0.013144326544196974,4,423,most_frequent,0.993644,9968
SAMME,0.19138992021947485,5,264,most_frequent,1.0,9968
SAMME,1.38472013469367,8,129,most_frequent,1.0,9968
SAMME,0.8048536390086733,1,219,median,0.50261,9968
SAMME,0.9888168731165354,2,311,mean,0.829318,9968
SAMME.R,0.08080886401577138,4,495,most_frequent,1.0,9968
SAMME.R,0.13590144494621934,10,487,mean,1.0,9968
SAMME,0.9795000541854088,5,492,median,0.936895,9968
SAMME,0.7794153949891535,9,180,median,1.0,9968
SAMME,0.20981683872489632,6,273,median,1.0,9968
SAMME,0.19632598662024148,3,275,median,1.0,9968
SAMME,0.010942355387199855,3,455,most_frequent,0.97807,9968
SAMME,0.8810593032391842,9,197,mean,0.996833,9968
SAMME.R,0.15875845847140702,7,415,mean,1.0,9968
SAMME,0.27148808496688337,8,410,median,1.0,9968
SAMME,0.182222884816525,3,255,most_frequent,0.993665,9968
SAMME,0.011209823284402865,4,143,mean,0.930757,9968
SAMME,0.7519223994663438,10,280,mean,1.0,9968
SAMME,0.11008692754071418,7,435,mean,1.0,9968
SAMME,0.08711556264985892,2,329,mean,0.956052,9968
SAMME.R,0.010214157471662166,8,424,median,1.0,9968
SAMME,0.013664245162728666,9,364,mean,1.0,9968
SAMME,0.6884399063424498,2,112,mean,0.861012,9968
SAMME.R,0.13943165828043946,5,58,median,1.0,9968
SAMME,0.01712758288369481,3,213,mean,0.95911,9968
SAMME.R,0.07384435892869572,7,231,median,1.0,9968
SAMME.R,0.03777565730924877,6,76,mean,1.0,9968
SAMME,0.03635536709009611,8,233,most_frequent,1.0,9968
SAMME.R,1.457817450145453,7,179,mean,0.686071,9968
SAMME,0.0549951239157952,4,441,median,1.0,9968
SAMME.R,0.23895055639738624,3,378,mean,1.0,9968
SAMME,0.04037111905952253,9,260,mean,1.0,9968
SAMME.R,0.6048055882802477,8,450,mean,1.0,9968
SAMME,0.08851175806537535,10,132,mean,1.0,9968
SAMME.R,1.1089075548291958,7,388,median,0.56056,9968
SAMME.R,0.1449951348826182,2,351,mean,1.0,9968
SAMME,0.03065101717694089,10,186,median,1.0,9968
SAMME.R,0.2149660197473675,10,408,median,1.0,9968
SAMME,0.012642295989673702,1,409,most_frequent,0.371923,9968
SAMME.R,0.013785009235033374,10,67,mean,1.0,9968
SAMME.R,0.03270112492870552,7,135,most_frequent,1.0,9968
SAMME,0.0364667329081134,1,114,median,0.371595,9968
SAMME.R,1.632975425909206,2,121,median,0.280291,9968
SAMME.R,0.12511555578259603,4,174,median,1.0,9968
SAMME.R,1.5601394734932983,9,355,mean,0.874599,9968
SAMME,0.9740433657248792,6,326,median,0.885193,9968
SAMME,1.4053876798505183,5,83,mean,1.0,9968
SAMME,0.9363897600344905,10,424,most_frequent,1.0,9968
SAMME.R,1.3429962877597892,7,71,mean,0.749066,9968
SAMME.R,0.016940459693769377,7,151,mean,1.0,9968
SAMME,0.12735150866431819,7,183,median,1.0,9968
SAMME.R,0.8396964840319143,5,189,median,0.749066,9968
SAMME,1.0118871385150008,4,85,most_frequent,0.961949,9968
SAMME,0.08868972294556189,9,306,most_frequent,1.0,9968
SAMME.R,0.05357120777652127,2,377,most_frequent,1.0,9968
SAMME.R,0.04954475515861246,2,357,most_frequent,1.0,9968
SAMME.R,1.4230056009939924,4,201,median,0.341714,9968
SAMME,0.12043334074739592,8,294,mean,1.0,9968
SAMME,0.26530362092424087,5,452,most_frequent,1.0,9968
SAMME.R,0.2571570730415935,6,106,median,1.0,9968
SAMME.R,0.6662749362218778,5,207,median,1.0,9968
SAMME,0.08920215969782931,7,474,median,1.0,9968
SAMME,1.0110971858605817,2,334,mean,0.86739,9968
SAMME.R,0.013954476291092352,2,334,median,1.0,9968
SAMME.R,0.7096735263139758,10,288,mean,1.0,9968
SAMME.R,0.026073709831780322,8,204,most_frequent,1.0,9968
SAMME,0.22676707754672432,3,482,median,1.0,9968
SAMME.R,0.32263866281785053,2,116,median,0.749066,9968
SAMME.R,0.46655685935484126,5,65,most_frequent,1.0,9968
SAMME,0.36816443425035067,2,452,median,0.854852,9968
SAMME.R,0.13880871779803708,7,66,most_frequent,1.0,9968
SAMME.R,0.021030287205446047,4,498,most_frequent,1.0,9968
SAMME,1.2781102590293487,8,424,median,1.0,9968
SAMME.R,0.016192791136916795,4,240,median,1.0,9968
SAMME.R,0.08051977922978638,4,404,mean,1.0,9968
SAMME.R,0.6606466267806006,2,169,mean,0.435181,9968
SAMME,0.17632850963782049,2,427,median,0.981128,9968
SAMME,0.06971498752247778,4,62,mean,0.923899,9968
SAMME,0.07578615288794073,2,228,most_frequent,0.974815,9968
SAMME.R,0.14502624682452692,8,461,mean,1.0,9968
SAMME,0.36239680990578993,1,165,median,0.628776,9968
SAMME.R,1.2506042006287956,5,162,most_frequent,0.434634,9968
SAMME,0.026815347174139335,7,305,most_frequent,0.993687,9968
SAMME.R,0.03840832845792583,5,193,most_frequent,1.0,9968
SAMME.R,0.461463953912071,6,421,most_frequent,1.0,9968
SAMME.R,0.018305143661741023,4,51,median,1.0,9968
SAMME,0.9457658085992052,7,432,median,1.0,9968
SAMME.R,0.7696695994407095,9,492,most_frequent,1.0,9968
SAMME,0.01636544684775278,4,198,mean,0.94963,9968
SAMME.R,0.0206517189187593,4,141,most_frequent,1.0,9968
SAMME.R,0.026402903097590344,5,402,most_frequent,1.0,9968
SAMME.R,0.015986387760510395,2,325,most_frequent,1.0,9968
SAMME,0.13686106175889853,4,282,mean,1.0,9968
SAMME,0.5601433275921572,7,388,mean,1.0,9968
SAMME.R,0.059891899433354115,10,265,median,1.0,9968
SAMME,0.011958363854892124,7,180,most_frequent,1.0,9968
SAMME.R,0.5287762793893477,5,192,median,1.0,9968
SAMME.R,1.7751067424138411,2,349,median,0.749066,9968
SAMME,0.5232177497649697,9,408,median,1.0,9968
SAMME.R,0.22111693335639632,4,282,most_frequent,1.0,9968
SAMME,0.44035621627124116,4,275,median,0.936546,9968
SAMME.R,0.27609161591216397,7,113,median,1.0,9968
SAMME,0.16389886941093787,10,136,most_frequent,1.0,9968
SAMME.R,1.6480549164413736,8,387,median,1.0,9968
SAMME,0.0933839138997506,9,231,most_frequent,1.0,9968
SAMME.R,0.010020108589163168,4,443,most_frequent,1.0,9968
SAMME,0.0542796179259064,7,205,most_frequent,1.0,9968
SAMME.R,0.17691244163389488,7,313,most_frequent,1.0,9968
SAMME.R,0.4063983852277649,10,164,mean,1.0,9968
SAMME.R,0.05982912957340889,2,163,median,1.0,9968
SAMME.R,0.05539848993045108,3,236,median,1.0,9968
SAMME.R,0.28469865212448786,8,87,mean,1.0,9968
SAMME.R,0.019871738092525237,3,213,mean,1.0,9968
SAMME.R,1.7123277977476152,6,429,median,0.811821,9968
SAMME.R,0.06545004732685268,6,225,mean,1.0,9968
SAMME.R,0.2936854299485356,10,337,most_frequent,1.0,9968
SAMME.R,0.41226155928941094,7,436,mean,1.0,9968
SAMME.R,0.08435828031342013,8,327,most_frequent,1.0,9968
SAMME,0.6750864617575845,2,327,most_frequent,0.917782,9968
SAMME.R,0.758780427924528,4,203,most_frequent,0.799371,9968
SAMME,0.7087141139764614,2,235,most_frequent,0.930473,9968
SAMME,0.02739927898488912,7,267,most_frequent,1.0,9968
SAMME.R,1.3816338252846694,5,283,most_frequent,0.434634,9968
SAMME,0.024837222665972176,7,154,mean,1.0,9968
SAMME.R,0.060681948908418534,1,199,most_frequent,1.0,9968
SAMME,0.0492865285250633,3,275,most_frequent,0.987484,9968
SAMME,0.4376573733244236,4,440,median,0.993644,9968
SAMME.R,0.046828811055910795,5,405,mean,1.0,9968
SAMME.R,0.027852973487073385,6,136,mean,1.0,9968
SAMME.R,0.19087426888057743,5,307,median,1.0,9968
SAMME,0.10815113103061166,8,314,median,1.0,9968
SAMME,1.6951679442677892,8,201,most_frequent,1.0,9968
SAMME.R,0.025269103638076714,1,346,most_frequent,1.0,9968
SAMME.R,0.06259730398441962,5,400,most_frequent,1.0,9968
SAMME.R,0.020577895014910565,1,395,median,1.0,9968
SAMME.R,0.19359870698614667,2,54,median,1.0,9968
SAMME.R,0.329871090035769,8,322,most_frequent,1.0,9968
SAMME.R,1.048863632718567,4,482,median,0.341714,9968
SAMME.R,0.01424204298359614,7,146,mean,1.0,9968
SAMME,0.035274748943589646,8,119,most_frequent,1.0,9968
SAMME.R,1.7430189850819229,9,170,mean,1.0,9968
SAMME,0.03811976722250564,7,310,most_frequent,1.0,9968
SAMME,0.01636252615319021,9,278,mean,1.0,9968
SAMME.R,0.07218189843596617,7,262,mean,1.0,9968
SAMME.R,0.14422548406289096,10,400,most_frequent,1.0,9968
SAMME.R,0.9573520773305757,3,306,most_frequent,0.372469,9968
SAMME.R,0.7691451169137329,2,364,mean,0.372469,9968
SAMME,0.11620672012504245,1,448,mean,0.774273,9968
SAMME,0.016775216646290645,4,415,most_frequent,0.974793,9968
SAMME,1.4351731298075576,1,330,median,0.550469,9968
SAMME.R,0.5200261602461982,6,203,most_frequent,1.0,9968
SAMME,0.08288246977548189,9,243,median,1.0,9968
SAMME,0.0598870679604462,5,298,mean,1.0,9968
SAMME,0.3339964383933233,10,356,median,1.0,9968
SAMME,0.014116898427639194,6,145,most_frequent,0.987418,9968
SAMME.R,1.4356660050730057,6,175,median,0.623403,9968
SAMME.R,0.03522812029977796,1,220,most_frequent,1.0,9968
SAMME,0.10956406206412746,5,245,mean,1.0,9968
SAMME.R,0.044279560422644575,3,454,median,1.0,9968
SAMME,0.03354739798680159,5,269,mean,0.981062,9968
SAMME,0.14189445494197397,4,465,median,1.0,9968
SAMME,0.7103607656974064,3,385,most_frequent,1.0,9968
SAMME.R,0.0991223286121046,9,147,median,1.0,9968
SAMME,0.025804309205038893,8,397,median,1.0,9968
SAMME,0.22707862492547126,4,325,mean,1.0,9968
SAMME,0.021771059208967908,4,263,median,1.0,9968
SAMME.R,0.0757915044398882,8,237,median,1.0,9968
SAMME.R,0.1661669648062753,8,283,most_frequent,1.0,9968
SAMME.R,0.05773162687565818,4,371,median,1.0,9968
SAMME.R,0.8032583157545669,8,53,most_frequent,1.0,9968
SAMME,0.12383601839998527,8,179,most_frequent,1.0,9968
SAMME,0.19170461288852247,1,107,most_frequent,0.528385,9968
SAMME.R,1.8556401359972226,7,265,mean,1.0,9968
SAMME.R,0.03495703866632526,5,212,median,1.0,9968
SAMME,0.04113415062745676,10,154,most_frequent,1.0,9968
SAMME.R,0.1407486071582516,6,332,median,1.0,9968
SAMME,0.013754024118078708,4,324,most_frequent,0.981018,9968
SAMME,0.04459142240691423,9,187,mean,1.0,9968
SAMME.R,0.012262835873138957,8,461,most_frequent,1.0,9968
SAMME.R,0.03686998664528533,2,225,median,1.0,9968
SAMME,0.011397897323154193,5,130,mean,0.981171,9968
SAMME,0.38367944750389127,1,185,mean,0.540443,9968
SAMME,0.18400234807105512,7,415,median,1.0,9968
SAMME.R,0.7806078504807116,2,365,median,0.372469,9968
SAMME.R,1.4914248621313242,6,77,mean,0.623184,9968
SAMME.R,0.011420233249277491,9,66,median,1.0,9968
SAMME.R,0.19923552790587995,7,251,median,1.0,9968
SAMME.R,1.4529029233744262,9,193,median,0.81169,9968
SAMME,0.026816841304064556,5,465,median,1.0,9968
SAMME.R,0.7705674809731572,3,133,median,0.56056,9968
SAMME.R,1.2335465392076583,7,135,median,0.686333,9968
SAMME.R,0.35894177677402944,4,467,mean,1.0,9968
SAMME,0.022013035008468924,8,244,most_frequent,1.0,9968
SAMME,0.9301534354669603,4,443,most_frequent,1.0,9968
SAMME.R,0.010326606690542986,1,105,median,1.0,9968
SAMME,0.8088335417204847,1,485,mean,0.685241,9968
SAMME.R,0.011584000172192657,6,101,most_frequent,1.0,9968
SAMME,0.051932737214331975,7,64,most_frequent,1.0,9968
SAMME,0.3426015999495874,9,452,median,1.0,9968
SAMME.R,0.9787034355767412,3,333,mean,0.372469,9968
SAMME,1.9188523251501737,1,101,most_frequent,0.566283,9968
SAMME,0.012322715128646765,3,441,mean,0.980953,9968
SAMME,0.010001906284593506,1,441,median,0.37201,9968
SAMME.R,0.037570194721753165,2,54,median,1.0,9968
SAMME,0.07446474677304571,2,393,mean,0.987418,9968
SAMME,1.291836035084618,2,308,most_frequent,0.848736,9968
SAMME,0.01280048085405151,6,473,mean,1.0,9968
SAMME.R,0.015751397981465996,8,206,median,1.0,9968
SAMME.R,0.029106336075009266,4,123,mean,1.0,9968
SAMME,0.3045929071935266,9,330,mean,1.0,9968
SAMME,0.013941307245031415,5,334,most_frequent,1.0,9968
SAMME,0.012780484538764885,10,452,mean,1.0,9968
SAMME.R,0.04077503788148975,5,453,median,1.0,9968
SAMME,0.08106124980544757,5,62,mean,0.993665,9968
SAMME.R,0.13871801460666355,9,492,most_frequent,1.0,9968
SAMME,0.011880741745213131,4,96,median,0.886241,9968
SAMME.R,0.8994416821481316,1,469,most_frequent,0.372469,9968
SAMME.R,0.03225150258475605,4,180,median,1.0,9968
SAMME,0.24258724326672698,8,296,mean,1.0,9968
SAMME,0.9820849007942081,9,369,median,0.986741,9968
SAMME,0.1751951193270888,6,434,median,1.0,9968
SAMME.R,1.9005644442849572,3,433,most_frequent,1.0,9968
SAMME,0.05183792832495085,2,363,mean,0.96219,9968
SAMME.R,0.3125574693965886,3,252,mean,1.0,9968
SAMME,0.022082246137377377,2,78,mean,0.790677,9968
SAMME,0.836033295830514,2,313,mean,0.987397,9968
SAMME,0.03770891612430072,2,377,most_frequent,0.996614,9968
SAMME,0.014704357242316562,7,466,median,1.0,9968
SAMME.R,0.08701595964279735,7,328,mean,1.0,9968
SAMME,0.663502559002627,1,327,most_frequent,0.522182,9968
SAMME,0.09058260610530881,2,302,most_frequent,0.500825,9970
SAMME,0.02141236099282443,3,110,most_frequent,0.514026,9970
SAMME,0.5433561106690303,2,157,most_frequent,0.514026,9970
SAMME.R,0.7331835876167327,8,395,median,0.614686,9970
SAMME.R,0.1027265414409452,8,464,most_frequent,0.588284,9970
SAMME,0.016432678348396818,2,390,median,0.4967,9970
SAMME.R,0.15957013757806804,10,390,median,0.575083,9970
SAMME,0.4785932331760688,4,345,median,0.551155,9970
SAMME,0.8303690906280501,8,173,most_frequent,0.568482,9970
SAMME.R,0.2445092025311771,8,105,median,0.586634,9970
SAMME,0.5203926471775767,6,374,most_frequent,0.563531,9970
SAMME,0.01102957111641937,7,454,most_frequent,0.537129,9970
SAMME,0.03280069323477042,10,426,mean,0.560231,9970
SAMME.R,0.16766415607971333,3,258,mean,0.583333,9970
SAMME,0.059434972635977704,9,262,median,0.54868,9970
SAMME,1.0087620313878005,6,340,mean,0.571782,9970
SAMME,0.03164016444191058,10,436,most_frequent,0.55198,9970
SAMME,0.07596298349958286,9,356,median,0.572607,9970
SAMME.R,0.027067768760615073,4,124,mean,0.544554,9970
SAMME.R,0.14804884514810035,7,59,median,0.589109,9970
SAMME.R,0.5617441580410742,2,465,mean,0.567657,9970
SAMME.R,0.13477533251681756,10,213,most_frequent,0.579208,9970
SAMME.R,1.226612538646506,8,55,mean,0.59736,9970
SAMME.R,0.7181688018607097,1,249,most_frequent,0.518152,9970
SAMME.R,0.03128404419717599,6,341,median,0.584158,9970
SAMME,0.0202380458258599,5,72,mean,0.512376,9970
SAMME,0.30450291491500314,4,128,median,0.518152,9970
SAMME.R,0.0849406345053963,9,423,median,0.594884,9970
SAMME.R,1.8858211273185645,5,69,median,0.563531,9970
SAMME.R,0.010427975123130737,7,233,median,0.588284,9970
SAMME.R,0.23253317359689094,1,338,median,0.532178,9970
SAMME.R,0.04814221484505136,4,481,most_frequent,0.569307,9970
SAMME,0.08833508463449852,1,88,mean,0.5033,9970
SAMME,0.011490648283276419,5,384,median,0.509076,9970
SAMME,0.09639063188207245,9,348,most_frequent,0.573432,9970
SAMME.R,1.0880917810966853,6,429,most_frequent,0.620462,9970
SAMME,0.10386188240948514,10,409,most_frequent,0.547855,9970
SAMME.R,0.027635081409895075,6,202,mean,0.583333,9970
SAMME.R,0.06448286297444009,3,180,most_frequent,0.55198,9970
SAMME.R,0.17561366348627142,2,131,most_frequent,0.540429,9970
SAMME.R,0.028327079336145897,2,447,mean,0.562706,9970
SAMME,0.0634127436874617,1,256,median,0.517327,9970
SAMME.R,0.14494204144966696,2,497,most_frequent,0.584983,9970
SAMME,0.2603550511342391,5,92,mean,0.544554,9970
SAMME,0.10176742189728426,7,142,mean,0.563531,9970
SAMME.R,0.07863695756709865,5,224,mean,0.575908,9970
SAMME.R,1.7885766438031685,1,310,most_frequent,0.581683,9970
SAMME,0.535213545620223,5,302,mean,0.542079,9970
SAMME.R,0.19760179080591794,4,417,median,0.569307,9970
SAMME.R,0.4902086732519809,6,119,median,0.583333,9970
SAMME.R,0.0180178562716681,9,376,mean,0.584158,9970
SAMME,0.12013685279659031,1,303,median,0.515677,9970
SAMME.R,0.014357717523726393,2,255,median,0.559406,9970
SAMME.R,0.19099072643957968,4,489,most_frequent,0.578383,9970
SAMME.R,0.2940895961562138,6,108,mean,0.555281,9970
SAMME.R,0.012326986561072794,8,240,most_frequent,0.567657,9970
SAMME.R,0.9096126270261756,7,85,mean,0.60066,9970
SAMME,0.06345892041897604,8,256,median,0.544554,9970
SAMME.R,0.10056459440262433,3,360,median,0.575908,9970
SAMME.R,1.4840155866986584,1,399,median,0.547855,9970
SAMME.R,0.013355896818519385,7,142,median,0.557756,9970
SAMME.R,0.31831946387074395,7,389,median,0.618812,9970
SAMME.R,0.01540423122973976,6,474,mean,0.584158,9970
SAMME,0.17430657006857064,2,480,median,0.523927,9970
SAMME,1.0976940447589585,9,429,most_frequent,0.617162,9970
SAMME,0.047069388467919235,4,458,most_frequent,0.526403,9970
SAMME,1.0771435941528844,1,240,most_frequent,0.512376,9970
SAMME.R,0.1768315688011101,9,319,median,0.582508,9970
SAMME.R,0.07052931368872772,9,72,mean,0.590759,9970
SAMME,0.029309394498919325,10,348,most_frequent,0.55198,9970
SAMME.R,0.01518471729465079,6,398,median,0.588284,9970
SAMME.R,0.01158879266646276,3,386,mean,0.556106,9970
SAMME,0.023675249233688987,7,243,median,0.537954,9970
SAMME.R,0.9509158307171304,9,154,mean,0.625413,9970
SAMME.R,0.26859504121286565,4,358,mean,0.569307,9970
SAMME.R,0.06916640562202157,5,325,most_frequent,0.567657,9970
SAMME.R,0.8482930724923904,6,182,most_frequent,0.608086,9970
SAMME,0.05462604788296649,8,234,most_frequent,0.54703,9970
SAMME.R,0.029887381965510263,2,488,most_frequent,0.580033,9970
SAMME.R,0.03120400857555779,9,322,median,0.572607,9970
SAMME,0.011216862411569536,8,447,most_frequent,0.536304,9970
SAMME,0.030785957626361736,10,415,most_frequent,0.570132,9970
SAMME,0.3008145875695258,9,345,median,0.565182,9970
SAMME,0.015764309520429596,6,475,most_frequent,0.522277,9970
SAMME.R,0.09147857583804572,5,384,mean,0.561056,9970
SAMME.R,0.01140735088356677,9,241,most_frequent,0.578383,9970
SAMME,0.7323246869839497,8,285,mean,0.570957,9970
SAMME.R,0.1059176799101976,4,344,median,0.577558,9970
SAMME.R,0.12953964464811527,9,268,most_frequent,0.587459,9970
SAMME.R,1.0247174645932424,9,263,mean,0.634488,9970
SAMME,0.8333970115415079,6,498,most_frequent,0.571782,9970
SAMME,1.6348516253781542,4,362,most_frequent,0.59571,9970
SAMME.R,1.418272265141568,3,286,most_frequent,0.589934,9970
SAMME.R,0.4463047316020945,4,66,most_frequent,0.564356,9970
SAMME,0.026211447990960444,2,317,mean,0.495875,9970
SAMME,0.4465012890186406,10,310,mean,0.577558,9970
SAMME,0.03862709197288076,8,491,median,0.552805,9970
SAMME,0.02363346749640677,3,314,mean,0.510726,9970
SAMME,0.03067170062676379,8,113,most_frequent,0.523927,9970
SAMME.R,1.682847380984355,2,56,most_frequent,0.575908,9970
SAMME,0.04336354607028952,4,483,most_frequent,0.518977,9970
SAMME.R,0.03788424321488196,7,225,most_frequent,0.588284,9970
SAMME.R,0.36580877498365655,6,277,median,0.59736,9970
SAMME.R,0.9128919883198212,6,89,mean,0.579208,9970
SAMME.R,1.5456331338280824,5,434,median,0.614686,9970
SAMME.R,0.22654948081147286,5,125,mean,0.591584,9970
SAMME,1.301998356797807,4,65,most_frequent,0.554455,9970
SAMME.R,0.015527596860805274,8,260,median,0.584158,9970
SAMME.R,0.3518278616028189,10,347,median,0.617987,9970
SAMME.R,0.02399956928261226,7,191,mean,0.564356,9970
SAMME,0.22815265608032237,4,403,mean,0.54868,9970
SAMME,1.1854907417179676,10,317,mean,0.629538,9970
SAMME.R,1.363025867843414,4,54,most_frequent,0.561881,9970
SAMME.R,0.2646788751239625,9,491,most_frequent,0.592409,9970
SAMME,0.18544380473215505,2,204,median,0.510726,9970
SAMME.R,0.021051001035984257,8,419,most_frequent,0.582508,9970
SAMME.R,0.04851669076785153,5,313,mean,0.574257,9970
SAMME.R,0.14446932474850785,9,272,median,0.615512,9970
SAMME.R,0.041918001203911,5,109,mean,0.574257,9970
SAMME,0.2669874877898774,4,229,median,0.532178,9970
SAMME.R,0.10719268075098735,9,219,most_frequent,0.596535,9970
SAMME.R,0.033788483002115934,10,230,most_frequent,0.566007,9970
SAMME.R,1.2071547642232028,9,393,mean,0.632013,9970
SAMME,0.01200537660277724,2,338,mean,0.497525,9970
SAMME.R,0.5537083098158325,10,183,mean,0.632013,9970
