% {"flow_id": 6970, "openml_server": "https://www.openml.org/api/v1/xml", "col_parameters": ["adaboostclassifier__algorithm", "adaboostclassifier__learning_rate", "adaboostclassifier__base_estimator__max_depth", "adaboostclassifier__n_estimators", "columntransformer__numeric__imputer__strategy"], "col_measures": ["predictive_accuracy"], "normalized_y": false, "study_id": "OpenML100", "num_runs": 400}
@RELATION openml-meta-flow-6970

@ATTRIBUTE adaboostclassifier__algorithm {SAMME, SAMME.R}
@ATTRIBUTE adaboostclassifier__learning_rate NUMERIC
@ATTRIBUTE adaboostclassifier__base_estimator__max_depth NUMERIC
@ATTRIBUTE adaboostclassifier__n_estimators NUMERIC
@ATTRIBUTE columntransformer__numeric__imputer__strategy {median, mean, most_frequent}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE task_id NUMERIC

@DATA
SAMME,0.07755915651267532,10,272,most_frequent,0.996245,3
SAMME.R,0.09063712256611126,9,98,most_frequent,0.94305,6
SAMME,0.04255487957796607,3,361,most_frequent,0.7161,6
SAMME.R,0.9380459286461541,9,476,mean,0.95345,6
SAMME.R,0.02904777042449401,7,235,most_frequent,0.89925,6
SAMME,0.05757128609411703,9,323,mean,0.964,6
SAMME.R,0.618377354140471,6,354,median,0.89,6
SAMME.R,0.05099776968391748,9,360,most_frequent,0.9465,6
SAMME,0.07480515252318481,1,194,most_frequent,0.2991,6
SAMME.R,0.018953022791965455,3,224,most_frequent,0.57825,6
SAMME,0.05840868258245076,5,168,median,0.88035,6
SAMME,0.012158577723915865,6,117,mean,0.80085,6
SAMME,0.04740259888094159,3,89,median,0.6549,6
SAMME,0.03649024137145693,5,366,median,0.89215,6
SAMME,0.5620525992815874,1,221,most_frequent,0.50905,6
SAMME,0.028872713955169736,9,114,most_frequent,0.9534,6
SAMME,0.2585534480490488,6,241,mean,0.9437,6
SAMME.R,0.22462841990041513,5,205,median,0.8052,6
SAMME.R,0.04684320209604301,3,207,median,0.57585,6
SAMME,0.9683265468281508,3,228,mean,0.74315,6
SAMME.R,0.499758584081438,6,195,median,0.8843,6
SAMME,0.7014492804277935,2,374,median,0.64395,6
SAMME,0.4163131783350138,2,357,mean,0.66565,6
SAMME,0.01052907582201523,2,104,most_frequent,0.35915,6
SAMME,0.1356160618039608,6,469,median,0.94515,6
SAMME,0.6986630100830794,10,303,most_frequent,0.9747,6
SAMME,0.4938298258834568,4,72,median,0.8219,6
SAMME.R,1.3400154336388572,7,377,mean,0.9134,6
SAMME.R,1.732249554654636,7,328,median,0.9102,6
SAMME,0.12752112512944425,7,263,mean,0.9572,6
SAMME.R,0.06426250310841099,10,53,mean,0.94425,6
SAMME.R,0.23370549041856836,1,225,most_frequent,0.3622,6
SAMME.R,0.011159253836088037,8,375,most_frequent,0.9274,6
SAMME,0.14084566489369615,8,271,mean,0.96505,6
SAMME,0.26403384979863,2,376,median,0.66315,6
SAMME,0.5000245017763514,2,228,median,0.6671,6
SAMME,0.24632963481025394,4,322,mean,0.874,6
SAMME.R,0.18254364592748287,10,326,most_frequent,0.96225,6
SAMME.R,0.09710723236468483,6,441,most_frequent,0.8865,6
SAMME.R,0.012138759305802415,7,391,mean,0.90485,6
SAMME.R,1.7656045440229697,10,347,most_frequent,0.9532,6
SAMME,1.7204890433419502,4,407,most_frequent,0.82085,6
SAMME,0.027535483042574783,5,243,most_frequent,0.85765,6
SAMME.R,1.2881802459049385,9,333,median,0.9481,6
SAMME,0.016427176932958757,3,353,mean,0.6688,6
SAMME,0.07719973210244249,5,380,median,0.91035,6
SAMME.R,0.4695501484311435,10,378,most_frequent,0.96915,6
SAMME.R,0.08873275473413879,8,100,most_frequent,0.93555,6
SAMME,0.19457738948125114,7,435,most_frequent,0.9602,6
SAMME.R,0.02439887396418545,4,93,most_frequent,0.72785,6
SAMME,1.0021993216895002,10,289,mean,0.9733,6
SAMME,0.014791930074838073,2,141,most_frequent,0.38495,6
SAMME.R,0.0868601217367994,5,441,mean,0.8118,6
SAMME,0.026872170744713996,4,345,median,0.79335,6
SAMME,0.01260015664452845,8,66,most_frequent,0.84505,6
SAMME.R,1.1912718454836118,3,187,most_frequent,0.5828,6
SAMME.R,0.026709013624058753,8,175,median,0.92525,6
SAMME,0.9263823780097175,10,364,median,0.9739,6
SAMME.R,0.01641010216068816,7,195,mean,0.90015,6
SAMME.R,0.5562840764985453,6,135,most_frequent,0.8732,6
SAMME,0.014928046299758907,6,150,median,0.8414,6
SAMME,0.011026314713360236,10,296,median,0.9557,6
SAMME.R,0.4143706372948678,5,356,mean,0.8254,6
SAMME.R,0.4810363877442407,1,203,most_frequent,0.3532,6
SAMME.R,0.01950886552833147,1,309,most_frequent,0.4428,6
SAMME,0.04188115026273029,1,63,median,0.19875,6
SAMME,0.018854259756342997,5,255,most_frequent,0.82905,6
SAMME.R,0.21085858751830897,2,70,mean,0.4709,6
SAMME.R,0.05678743655914984,2,325,mean,0.465,6
SAMME.R,0.07838816940190775,9,329,most_frequent,0.94775,6
SAMME,0.19212775671619217,4,393,mean,0.86935,6
SAMME,0.2109134081833717,9,288,median,0.9705,6
SAMME,0.01636480568006651,1,64,most_frequent,0.15755,6
SAMME,0.30006680314269507,7,239,median,0.96065,6
SAMME,0.030727187778548118,8,381,median,0.95865,6
SAMME.R,0.18015038414292453,8,101,median,0.9366,6
SAMME.R,0.621072580984274,8,424,median,0.95005,6
SAMME,0.9093036493988631,10,444,mean,0.97495,6
SAMME,1.954448652466966,10,166,most_frequent,0.96665,6
SAMME.R,0.26943221124726524,10,244,most_frequent,0.962,6
SAMME,0.4985462496633988,1,356,mean,0.5126,6
SAMME,0.09857482322796475,5,272,mean,0.911,6
SAMME,0.026493846045549975,2,437,median,0.5838,6
SAMME.R,1.196987725016534,7,280,most_frequent,0.90345,6
SAMME,0.10812432816067732,5,481,median,0.9164,6
SAMME.R,0.10590693072856312,7,301,median,0.9251,6
SAMME.R,0.9822474839463585,8,334,most_frequent,0.93715,6
SAMME.R,0.030233776567668923,8,331,most_frequent,0.9294,6
SAMME,0.03812246915234546,10,211,mean,0.9631,6
SAMME,0.013554566811025655,6,372,median,0.89965,6
SAMME.R,0.18862941032401762,6,389,mean,0.89065,6
SAMME.R,0.298789758132824,7,337,median,0.9318,6
SAMME.R,0.23351137817752476,5,441,median,0.82185,6
SAMME,0.028384780181437294,5,192,most_frequent,0.84005,6
SAMME,0.24635185282813318,4,358,median,0.8737,6
SAMME,0.17507069077293327,5,246,most_frequent,0.9153,6
SAMME.R,0.5348159521250184,10,396,median,0.9675,6
SAMME.R,0.7403834097629355,4,199,mean,0.72285,6
SAMME.R,0.025310925982133605,4,55,median,0.73115,6
SAMME,0.142943858070543,8,52,most_frequent,0.95415,6
SAMME,0.04889383521951657,6,233,most_frequent,0.9317,6
SAMME.R,0.40346026696554,9,107,most_frequent,0.95735,6
SAMME,0.010061562542477386,1,94,most_frequent,0.1479,6
SAMME,0.6413302241431795,4,123,mean,0.8355,6
SAMME,0.27682885680837116,6,228,mean,0.9444,6
SAMME.R,0.08298553030166936,6,133,median,0.8682,6
SAMME.R,0.12927414745463608,2,455,most_frequent,0.50635,6
SAMME,0.49595374695312194,10,103,mean,0.9717,6
SAMME,0.02447382530536,10,345,mean,0.9605,6
SAMME.R,0.47551274924256115,8,307,median,0.95175,6
SAMME,0.2870932294120597,7,257,mean,0.95935,6
SAMME.R,0.06444678078992283,5,63,most_frequent,0.77635,6
SAMME,0.9540271808084952,4,205,median,0.83935,6
SAMME,0.01219009688321805,10,118,most_frequent,0.93755,6
SAMME.R,0.8048608905118771,4,295,most_frequent,0.73195,6
SAMME.R,0.11524382635237715,2,118,most_frequent,0.4746,6
SAMME,0.061238608389905025,3,428,most_frequent,0.75105,6
SAMME.R,0.024893236348162488,1,326,mean,0.43805,6
SAMME,0.17010448523839689,4,208,median,0.8591,6
SAMME.R,0.25350882598433166,10,215,median,0.9616,6
SAMME,1.269643460910225,5,236,most_frequent,0.88915,6
SAMME,0.7649962243331198,8,120,mean,0.9625,6
SAMME.R,0.03504350294670186,7,461,most_frequent,0.9132,6
SAMME.R,1.7359361823711377,9,472,mean,0.94785,6
SAMME,0.03749058491830056,7,159,most_frequent,0.94085,6
SAMME,0.02106262014442067,1,387,most_frequent,0.29525,6
SAMME.R,1.1590458457370605,4,165,mean,0.67755,6
SAMME,0.13298439821077773,2,61,mean,0.54755,6
SAMME.R,0.27797284037537534,1,237,most_frequent,0.3654,6
SAMME,0.07241132248674208,9,450,mean,0.96455,6
SAMME,0.04053925812295057,8,54,median,0.9219,6
SAMME.R,0.17426360895584736,2,420,median,0.51105,6
SAMME,0.0883124671524423,5,383,most_frequent,0.9119,6
SAMME.R,0.2144322356235298,1,202,mean,0.3725,6
SAMME.R,0.9741800994946151,10,157,median,0.95675,6
SAMME.R,0.13783463527078754,10,93,most_frequent,0.9546,6
SAMME.R,0.2432445276703222,1,314,median,0.3644,6
SAMME.R,0.7297555341826212,7,177,most_frequent,0.91785,6
SAMME.R,0.018707384261909932,4,370,median,0.69355,6
SAMME,0.05608918337101356,3,148,mean,0.68365,6
SAMME,0.010910930748332671,3,81,mean,0.47025,6
SAMME.R,0.6088747084359935,9,88,most_frequent,0.95175,6
SAMME.R,1.4927747170720853,8,100,mean,0.90395,6
SAMME.R,0.011716928166410404,10,360,median,0.947,6
SAMME,0.01252019597026816,5,318,mean,0.81115,6
SAMME,0.2576352960655329,2,468,median,0.6648,6
SAMME.R,0.019158873553731918,3,145,median,0.6025,6
SAMME.R,0.01967237013986066,2,144,most_frequent,0.4946,6
SAMME.R,1.8099155834656862,6,271,most_frequent,0.86705,6
SAMME.R,0.09785290400043771,2,60,most_frequent,0.4546,6
SAMME.R,0.9284275012106131,9,331,most_frequent,0.9526,6
SAMME,0.12242535523200127,7,64,median,0.9431,6
SAMME,0.9378302862074436,1,232,most_frequent,0.49085,6
SAMME.R,0.04268779876163397,8,468,most_frequent,0.93065,6
SAMME,0.4830202283857887,1,195,mean,0.5048,6
SAMME,0.2074207291184379,4,127,mean,0.84965,6
SAMME,1.099380727878567,1,421,most_frequent,0.4818,6
SAMME,0.08568267447774548,3,167,most_frequent,0.7139,6
SAMME,0.4292849698033646,10,434,most_frequent,0.9746,6
SAMME,0.3634675588290412,10,207,most_frequent,0.97365,6
SAMME.R,0.6106200444790811,10,270,most_frequent,0.96615,6
SAMME,0.1712126529437311,1,375,mean,0.49875,6
SAMME,0.2926984568116636,10,181,median,0.9728,6
SAMME.R,0.08801661207780204,6,114,most_frequent,0.86125,6
SAMME.R,1.4517391529188326,3,395,median,0.683,6
SAMME.R,0.06295661873796321,9,88,median,0.941,6
SAMME.R,0.27706732183251614,6,451,median,0.89185,6
SAMME,0.08668780904768963,5,131,mean,0.8878,6
SAMME,1.0105023685978596,5,254,most_frequent,0.89665,6
SAMME,0.22274767569691312,1,238,mean,0.4949,6
SAMME.R,0.025097878921817085,2,159,median,0.50005,6
SAMME.R,0.019909283827627463,3,214,most_frequent,0.5877,6
SAMME.R,0.2019225252473186,6,487,median,0.89325,6
SAMME.R,0.27525816649657253,4,339,mean,0.7241,6
SAMME.R,0.08243096962687989,1,121,median,0.41395,6
SAMME,1.6577460434829674,4,449,mean,0.8327,6
SAMME,0.10218138733248605,1,102,median,0.31275,6
SAMME,0.10807858186103854,2,458,median,0.649,6
SAMME.R,0.024062365862188975,3,145,most_frequent,0.5984,6
SAMME,1.6443327246765287,9,477,median,0.9695,6
SAMME.R,0.0851095954443871,2,328,most_frequent,0.48445,6
SAMME,0.18376407886209667,2,61,most_frequent,0.56985,6
SAMME.R,0.817896665204099,9,60,mean,0.94025,6
SAMME,0.364533173191485,6,157,mean,0.9404,6
SAMME,0.04577272183439319,7,74,most_frequent,0.91795,6
SAMME.R,0.20385497689327184,7,376,mean,0.93105,6
SAMME.R,0.13457161067099993,3,177,most_frequent,0.5867,6
SAMME,0.748228363427799,10,175,median,0.9729,6
SAMME.R,0.05633763370565703,2,314,most_frequent,0.47595,6
SAMME,0.03617672389264631,8,135,mean,0.95025,6
SAMME,0.028038553811187316,3,449,most_frequent,0.7038,6
SAMME,0.014455696097693337,6,243,most_frequent,0.87555,6
SAMME,1.7156939114122471,10,127,median,0.9658,6
SAMME,0.142448738865941,6,455,most_frequent,0.94525,6
SAMME,0.14571394212175193,2,169,median,0.62145,6
SAMME.R,1.9504882261335492,9,253,median,0.9338,6
SAMME,0.09661131279187088,7,379,most_frequent,0.95685,6
SAMME,0.07662137077088126,5,446,mean,0.9112,6
SAMME.R,0.017374433975805497,9,296,most_frequent,0.9405,6
SAMME.R,0.1838556200770698,8,169,mean,0.94325,6
SAMME.R,0.13753208730167202,9,331,most_frequent,0.9539,6
SAMME.R,0.04337897823577198,9,179,median,0.94375,6
SAMME.R,0.035938002697002494,7,239,mean,0.90215,6
SAMME.R,1.0269593035094324,4,272,mean,0.6575,6
SAMME,0.11820310062726211,6,121,mean,0.9351,6
SAMME,1.157890571833355,9,289,median,0.9716,6
SAMME,1.3654739466810406,9,417,mean,0.9715,6
SAMME,1.164115795175747,9,174,mean,0.9684,6
SAMME.R,0.036998936164229286,9,291,mean,0.94455,6
SAMME,0.3468160980463551,3,229,most_frequent,0.7854,6
SAMME.R,1.92808425351784,9,179,median,0.9269,6
SAMME.R,0.017138113312190315,2,211,mean,0.4953,6
SAMME.R,1.0510808604469766,7,428,mean,0.8955,6
SAMME.R,0.04947877929209268,1,281,mean,0.42165,6
SAMME,0.1606286648432491,4,437,median,0.8722,6
SAMME,1.978476597421053,10,243,median,0.9668,6
SAMME.R,0.01437955417195381,8,150,median,0.92595,6
SAMME.R,0.4863865147268237,9,467,mean,0.9638,6
SAMME.R,0.019320026394426013,2,310,median,0.4999,6
SAMME.R,0.5133861168949576,9,346,mean,0.96175,6
SAMME,1.0102294616838523,3,75,median,0.69815,6
SAMME,0.07100431584404547,1,429,mean,0.40235,6
SAMME,0.015442639233480607,6,223,most_frequent,0.87495,6
SAMME.R,0.05928019538467451,9,261,most_frequent,0.94685,6
SAMME,0.26690214860264416,7,285,most_frequent,0.96075,6
SAMME,1.0394777129793793,1,218,mean,0.4769,6
SAMME.R,0.13284687310166807,1,142,mean,0.37925,6
SAMME,0.024755160778126548,2,422,most_frequent,0.57375,6
SAMME.R,0.7428745819120333,1,365,median,0.30165,6
SAMME.R,0.04917315749945627,6,453,median,0.8853,6
SAMME.R,0.045083299613887774,7,245,mean,0.9039,6
SAMME,0.4312434291281531,7,287,most_frequent,0.96065,6
SAMME.R,0.20370333321921769,9,420,most_frequent,0.9564,6
SAMME,0.047832819529842314,5,196,median,0.8805,6
SAMME,1.5338191606535736,1,463,mean,0.4538,6
SAMME,0.3954771005828339,10,376,mean,0.97465,6
SAMME,0.04719540646272676,7,52,mean,0.89785,6
SAMME,0.037513750279104585,7,94,mean,0.9204,6
SAMME.R,0.7404332729869145,10,388,median,0.9664,6
SAMME,0.019516320898281446,1,83,median,0.178,6
SAMME,0.05780366166481034,10,136,mean,0.9632,6
SAMME.R,0.023862020140271598,6,453,median,0.8715,6
SAMME.R,0.030810442713460076,1,405,most_frequent,0.42675,6
SAMME,0.02248457440794896,4,173,most_frequent,0.73195,6
SAMME,0.5384566141561072,6,163,most_frequent,0.937,6
SAMME.R,0.3345844898901971,10,418,median,0.96505,6
SAMME.R,0.8048152068971918,1,363,most_frequent,0.29695,6
SAMME,0.02480952554110764,6,73,median,0.82265,6
SAMME.R,1.3588480585423426,4,437,mean,0.76535,6
SAMME.R,0.010232887455767278,8,227,most_frequent,0.92335,6
SAMME.R,0.14057624410560776,3,251,mean,0.6061,6
SAMME,1.0240637467135136,3,375,mean,0.7657,6
SAMME.R,0.43320485028136596,1,140,mean,0.36765,6
SAMME,1.9136103950212064,5,116,mean,0.82475,6
SAMME.R,0.07525421497735062,5,490,median,0.81505,6
SAMME.R,0.04988353707907146,9,244,median,0.94315,6
SAMME,0.3859415993026168,10,264,median,0.9743,6
SAMME,0.08751460993462819,4,324,median,0.8548,6
SAMME,1.9304089587732982,4,279,median,0.79325,6
SAMME,0.02548812971503837,9,136,mean,0.95305,6
SAMME,1.331503455597724,3,292,mean,0.73985,6
SAMME,0.05584762585500849,8,321,mean,0.96065,6
SAMME.R,1.042631406698427,8,446,mean,0.9248,6
SAMME,0.19196788150407162,1,442,median,0.5053,6
SAMME.R,0.022906577286800952,6,88,most_frequent,0.84835,6
SAMME.R,0.17785578048229692,2,472,mean,0.52455,6
SAMME.R,0.019705400801124828,6,287,mean,0.86,6
SAMME,0.0351798745741149,5,201,median,0.86245,6
SAMME.R,0.11115317866545975,7,257,most_frequent,0.92595,6
SAMME,1.1716289174200463,10,80,mean,0.9649,6
SAMME.R,1.3507849789484525,10,387,mean,0.9586,6
SAMME.R,1.4875752505200721,1,173,most_frequent,0.2535,6
SAMME.R,0.5879989395527491,2,294,most_frequent,0.5316,6
SAMME.R,0.7615590798209284,1,271,most_frequent,0.2876,6
SAMME.R,0.051844396823927816,2,113,median,0.4964,6
SAMME,0.21770512675445824,4,437,median,0.8724,6
SAMME,0.0761525333459463,6,143,mean,0.92895,6
SAMME,0.17427085983591592,10,445,mean,0.9713,6
SAMME.R,0.7082430809533942,7,404,most_frequent,0.92695,6
SAMME,0.023491177139998556,4,50,most_frequent,0.6387,6
SAMME,0.09554632179247215,2,468,most_frequent,0.64675,6
SAMME.R,0.11261175973242436,7,306,mean,0.92235,6
SAMME,0.038057115089595465,2,177,median,0.5336,6
SAMME.R,0.7561224321013245,4,97,most_frequent,0.68055,6
SAMME,0.92990408081821,2,391,mean,0.64435,6
SAMME,0.022647214203528436,7,335,mean,0.94495,6
SAMME,0.8519596537801675,5,251,median,0.9064,6
SAMME.R,0.10459831995041727,9,126,mean,0.94905,6
SAMME,0.5268455487155682,5,269,most_frequent,0.91235,6
SAMME,1.8771069397333835,5,431,most_frequent,0.8948,6
SAMME,0.014684344702576646,3,476,median,0.67475,6
SAMME.R,0.014135119827785076,9,225,most_frequent,0.9369,6
SAMME,0.05241137177502471,4,64,most_frequent,0.72285,6
SAMME.R,0.687721922066729,5,321,most_frequent,0.8267,6
SAMME.R,1.1493595919078081,4,445,most_frequent,0.7455,6
SAMME,0.05236144711827999,3,480,most_frequent,0.74735,6
SAMME,0.49848466874327635,3,88,most_frequent,0.74935,6
SAMME.R,0.6192552288775558,9,114,mean,0.95445,6
SAMME,0.018038110523246737,4,99,mean,0.67635,6
SAMME,0.01943394241676021,5,156,mean,0.79145,6
SAMME,0.05429732757624177,4,199,median,0.80775,6
SAMME,0.298843581177952,4,213,mean,0.86845,6
SAMME.R,0.47162447785874523,9,73,most_frequent,0.9527,6
SAMME.R,0.023720794118827642,9,333,median,0.94105,6
SAMME,0.3795662512324891,5,407,median,0.92275,6
SAMME,0.212366885885864,2,61,most_frequent,0.5765,6
SAMME.R,0.35416541092192577,4,128,median,0.69175,6
SAMME.R,0.7928669745285777,1,242,median,0.2601,6
SAMME,0.15430618121268844,9,491,most_frequent,0.9693,6
SAMME,0.01589756093750745,7,103,mean,0.87045,6
SAMME.R,0.24656617805211253,7,405,mean,0.93325,6
SAMME.R,0.14190482634599044,5,304,median,0.8087,6
SAMME,0.025534871471438916,4,89,mean,0.694,6
SAMME,0.046717886693594786,8,222,median,0.95875,6
SAMME,0.1440959849606039,5,288,median,0.9155,6
SAMME,0.018074416908350446,9,133,most_frequent,0.94405,6
SAMME.R,0.034291810220205075,9,222,mean,0.94155,6
SAMME,0.5240654107717926,1,459,most_frequent,0.5074,6
SAMME,0.049960429347665834,5,367,median,0.90075,6
SAMME,0.4984116434313942,6,440,most_frequent,0.9459,6
SAMME,0.0915122105047954,7,463,median,0.9583,6
SAMME.R,1.3531496160268048,7,101,median,0.8721,6
SAMME.R,0.05314270062571193,1,142,most_frequent,0.4167,6
SAMME.R,0.40708097804993965,6,431,most_frequent,0.89425,6
SAMME.R,0.6619969784719921,3,351,median,0.65055,6
SAMME.R,0.020219478543533936,8,339,median,0.9289,6
SAMME,0.03417237663024304,3,474,median,0.7203,6
SAMME.R,0.012863414576602613,3,255,median,0.58485,6
SAMME,0.06161171564100815,6,269,median,0.93625,6
SAMME.R,0.7344258541067356,3,119,mean,0.58565,6
SAMME.R,0.05507070202824733,9,153,median,0.94275,6
SAMME,0.06895628659529306,5,456,most_frequent,0.9118,6
SAMME,0.03021869143842896,4,274,most_frequent,0.7836,6
SAMME,0.27387622802924527,1,215,median,0.5065,6
SAMME,1.0946374651251827,8,319,median,0.96895,6
SAMME,0.1979731283625755,5,456,most_frequent,0.92095,6
SAMME,0.6232924919545573,3,324,mean,0.77385,6
SAMME,0.2902229822690984,7,103,median,0.95395,6
SAMME,0.2548516890963991,8,70,median,0.96075,6
SAMME.R,0.04453833328727263,1,262,most_frequent,0.42675,6
SAMME.R,0.23708941396917943,7,183,median,0.92785,6
SAMME.R,0.10789107661048196,10,460,median,0.95985,6
SAMME.R,0.9454653673552306,1,326,median,0.25005,6
SAMME.R,0.3428747578105689,3,308,most_frequent,0.633,6
SAMME.R,0.3212359576975295,10,438,median,0.9667,6
SAMME.R,0.04307317066776394,10,148,mean,0.948,6
SAMME.R,0.1577340289627396,2,179,mean,0.4823,6
SAMME.R,0.03088908942366958,6,187,most_frequent,0.85415,6
SAMME,0.6400626198740075,6,132,most_frequent,0.93185,6
SAMME.R,1.6564823735838994,3,354,median,0.66275,6
SAMME.R,0.031709666946604764,9,195,mean,0.943,6
SAMME,0.04763168886769094,5,248,median,0.8893,6
SAMME.R,0.06061134750215811,3,342,mean,0.593,6
SAMME.R,0.9916855454153365,3,370,median,0.54165,6
SAMME.R,0.3470571175550668,8,65,mean,0.93705,6
SAMME,0.03360422795215418,9,118,most_frequent,0.95645,6
SAMME.R,0.3610127293592612,8,248,most_frequent,0.9502,6
SAMME.R,0.09993474670399904,8,489,most_frequent,0.94645,6
SAMME,0.2423995835110459,10,459,mean,0.97245,6
SAMME.R,0.07651376613886675,10,99,most_frequent,0.9496,6
SAMME,0.07886551071057965,2,209,median,0.60035,6
SAMME,0.038318732563169554,7,412,median,0.95325,6
SAMME,0.11488594869799763,6,273,mean,0.9421,6
SAMME,0.011494763687973314,3,385,median,0.6553,6
SAMME.R,0.5173873666930215,6,60,most_frequent,0.83765,6
SAMME,0.03461044995797814,3,255,median,0.68415,6
SAMME,0.018820600480926247,6,467,mean,0.9251,6
SAMME,0.01851430160640032,4,63,mean,0.64215,6
SAMME,0.11215944488646427,1,393,most_frequent,0.4808,6
SAMME.R,0.17018685881333823,4,174,mean,0.69135,6
SAMME,1.0215441941200007,6,376,mean,0.94155,6
SAMME.R,0.02571647441990019,6,321,most_frequent,0.86395,6
SAMME.R,0.445169832565874,7,353,mean,0.9328,6
SAMME.R,0.24360057436011257,5,159,mean,0.7943,6
SAMME.R,0.15979551179862095,10,290,median,0.9608,6
SAMME.R,0.09075235453798557,7,471,most_frequent,0.9291,6
SAMME.R,0.720817009914314,7,75,mean,0.8943,6
SAMME,0.4398367268730456,4,317,most_frequent,0.8631,6
SAMME,0.8934902713153866,4,377,median,0.85925,6
SAMME,0.01809328324446859,6,99,median,0.81975,6
SAMME.R,0.3156533733887414,3,414,most_frequent,0.6419,6
SAMME,0.010824593854955064,10,299,median,0.9559,6
SAMME,0.018833703080006547,7,186,mean,0.9199,6
SAMME,0.012805537642648641,9,289,median,0.953,6
SAMME.R,0.16601099453843368,1,106,mean,0.3766,6
SAMME.R,1.7475460651149046,8,157,median,0.91495,6
SAMME.R,1.1686346904966878,7,120,median,0.8727,6
SAMME,0.014579700453224946,4,51,most_frequent,0.5851,6
SAMME,0.3882355899444412,1,401,most_frequent,0.5172,6
SAMME,0.016443313822637834,2,65,median,0.3611,6
SAMME.R,0.014308767237617783,10,70,most_frequent,0.93765,6
SAMME,0.2182353014886962,5,161,mean,0.9086,6
SAMME.R,0.056716193556845575,7,247,mean,0.9146,6
SAMME,0.053623482392395935,10,380,most_frequent,0.96415,6
SAMME.R,0.023069366910688335,7,292,most_frequent,0.9016,6
SAMME,0.14718320836443416,7,485,most_frequent,0.95935,6
SAMME,0.15123838397851794,4,116,median,0.83315,6
SAMME.R,0.026058280693179874,7,371,median,0.91225,6
SAMME.R,0.12283888398402992,8,272,median,0.94465,6
SAMME,0.5502644921485922,10,123,median,0.97185,6
SAMME,0.15159620341783808,2,181,median,0.6282,6
SAMME,1.6989947027295953,5,229,most_frequent,0.7728,11
SAMME.R,0.3649221942321075,3,184,median,0.8528,11
SAMME.R,0.23270144161608092,1,148,most_frequent,0.9248,11
SAMME.R,0.37511100258246466,3,407,most_frequent,0.848,11
SAMME,1.2215268687695213,7,395,median,0.7328,11
SAMME,0.0669603397548692,8,416,most_frequent,0.7664,11
SAMME,0.4046130404831595,10,473,mean,0.7664,11
SAMME.R,0.010305595627614995,10,193,median,0.7776,11
SAMME,0.04177024642826982,1,166,most_frequent,0.8608,11
SAMME,0.06119331062667251,8,481,most_frequent,0.7616,11
SAMME,0.018734694771452676,7,227,most_frequent,0.7872,11
SAMME,0.26395870855502074,10,129,most_frequent,0.7744,11
SAMME.R,1.537117014956371,1,374,mean,0.9424,11
SAMME,0.2151466296762797,8,265,mean,0.7552,11
SAMME,0.21560743434256327,6,291,median,0.784,11
SAMME.R,0.22733090757064217,5,276,most_frequent,0.8272,11
SAMME,0.06278747206221538,8,114,mean,0.7776,11
SAMME.R,0.010821885069316223,2,236,most_frequent,0.8608,11
SAMME,0.5463685378225832,5,315,mean,0.824,11
SAMME.R,0.06248415887380378,1,77,median,0.8656,11
SAMME,0.20005212530389072,7,378,median,0.7616,11
SAMME,0.31664145043893427,1,421,median,0.64,11
SAMME,0.09279162113621342,4,451,mean,0.864,11
SAMME,0.36391151923976345,7,436,median,0.7616,11
SAMME,0.03790286918899628,6,136,most_frequent,0.7968,11
SAMME,0.06877431940270229,3,153,mean,0.8592,11
SAMME.R,1.819058308676676,8,58,mean,0.7648,11
SAMME.R,0.3919419950196512,10,197,mean,0.76,11
SAMME.R,0.2678184822417179,10,62,most_frequent,0.7648,11
SAMME,0.015568632757929055,4,155,most_frequent,0.8416,11
SAMME,0.08626860768314616,2,363,mean,0.8768,11
SAMME.R,0.3482931885121364,4,68,median,0.8208,11
SAMME.R,0.14700639940900118,7,182,median,0.7392,11
SAMME.R,0.0103058517509543,9,449,median,0.7584,11
SAMME,0.3541521495076773,9,498,most_frequent,0.7232,11
SAMME,0.0474382354709373,6,153,mean,0.8032,11
SAMME.R,0.8926682891233975,4,447,mean,0.8432,11
SAMME,0.12696026704616584,7,126,median,0.7872,11
SAMME,0.06393151704255695,10,137,median,0.7776,11
SAMME.R,0.20414138828999204,4,494,most_frequent,0.8512,11
SAMME.R,1.1188215664677905,7,480,median,0.7312,11
SAMME,0.11208513576501308,3,330,mean,0.8528,11
SAMME.R,0.10302549963906207,6,258,most_frequent,0.792,11
SAMME,1.195986104389636,9,484,median,0.7248,11
SAMME,0.030026539104516105,4,55,median,0.8448,11
SAMME,0.35243239206988103,6,181,median,0.7792,11
SAMME.R,1.4119303577755358,10,304,mean,0.7648,11
SAMME,0.3636588319577079,6,74,mean,0.7904,11
SAMME.R,0.025416346117308412,3,149,median,0.8432,11
SAMME.R,0.03646628169687432,5,319,mean,0.8352,11
SAMME.R,0.03271924335090068,9,468,mean,0.7312,11
SAMME.R,0.3515798537974367,3,170,mean,0.8496,11
SAMME,0.38164642040235647,2,454,median,0.8576,11
SAMME,0.010740593439217553,1,141,mean,0.8064,11
SAMME,0.08233693504783551,8,67,median,0.784,11
SAMME,0.010053645180039402,9,178,most_frequent,0.7792,11
SAMME,0.5547069761580498,1,428,most_frequent,0.4848,11
SAMME,0.011968651764072413,1,469,median,0.8592,11
SAMME,0.0909784016663438,6,398,median,0.792,11
