,hyperparameter,importance_max_min,importance_variance,n_hyperparameters,task_id
42,learning_rate_decay / learning_rate_init,38.1716788595279,0.00015768362170095828,2,stl10
43,learning_rate_decay / momentum,10.455409305455206,0.0002523960833834664,2,stl10
44,learning_rate_decay / patience,11.91929187985442,0.0007741646661392274,2,stl10
45,learning_rate_decay / resize_crop,1.7477541847208116,3.85800920728182e-05,2,stl10
46,learning_rate_decay / shuffle,0.572633645186059,5.960488425284627e-06,2,stl10
47,learning_rate_decay / tolerance,10.190697393762633,8.140735968257249e-05,2,stl10
48,learning_rate_decay / vertical_flip,1.1729939056155558,4.955123169254363e-06,2,stl10
49,learning_rate_decay / weight_decay,26.316743088290494,0.0012227722698945778,2,stl10
50,learning_rate_init / momentum,40.48423357983188,0.01611386871805629,2,stl10
51,learning_rate_init / patience,41.45200893342123,0.0022657699694974115,2,stl10
52,learning_rate_init / resize_crop,26.67407361221957,0.006160381251797899,2,stl10
53,learning_rate_init / shuffle,26.916220259077896,0.0003674800894773932,2,stl10
54,learning_rate_init / tolerance,40.409252809963306,0.00016427941929482963,2,stl10
55,learning_rate_init / vertical_flip,26.671971922554697,0.0005557784279748583,2,stl10
56,learning_rate_init / weight_decay,45.84659609838221,0.052480034582532684,2,stl10
57,momentum / patience,7.023894461949141,0.001541784280448193,2,stl10
58,momentum / resize_crop,4.641554293973478,0.005149213638520228,2,stl10
59,momentum / shuffle,2.769788540546095,0.00010538170740857406,2,stl10
60,momentum / tolerance,5.108510049081424,1.5148720298059775e-05,2,stl10
61,momentum / vertical_flip,3.8065852308688406,0.002226909419062346,2,stl10
62,momentum / weight_decay,18.070822216357158,0.005474941639320224,2,stl10
63,patience / resize_crop,0.0,0.0009542266396175417,2,stl10
64,patience / shuffle,0.0,0.00032689751296745154,2,stl10
65,patience / tolerance,6.783175791161398,0.000436693923379981,2,stl10
66,patience / vertical_flip,0.0,0.0007048909953463619,2,stl10
67,patience / weight_decay,17.84037978806269,0.026352123262620687,2,stl10
68,resize_crop / shuffle,2.9427448035223236,0.00015925901368297126,2,stl10
69,resize_crop / tolerance,5.029133466169377,0.0002641942247371571,2,stl10
70,resize_crop / vertical_flip,3.841038211711357,0.0014974551080234703,2,stl10
71,resize_crop / weight_decay,17.289949873268156,0.007841786798032171,2,stl10
72,shuffle / tolerance,2.5296964622863527,1.1340783126521627e-05,2,stl10
73,shuffle / vertical_flip,1.630976558837908,0.00015373754519973457,2,stl10
74,shuffle / weight_decay,15.096067704979916,0.0006141245567728883,2,stl10
75,tolerance / vertical_flip,2.239843614650276,5.530788363120258e-06,2,stl10
76,tolerance / weight_decay,15.704867600441013,0.0010252343727138462,2,stl10
77,vertical_flip / weight_decay,16.091248532860547,0.0021373270273530405,2,stl10
